E835 .A65,2.31208E+16,Nixon & Rockefeller : a double portrait.,3.184E+13,Main Collection,None,"0e""835 a65", 
E835 .A72 1991,2.31009E+16,"Trapped by success : the Eisenhower administration and Vietnam, 1953-1961 /",3.184E+13,Main Collection,None,"0e""835 a72 1991", 
E835 .B4 1955,2.31171E+16,The new American right.,3.184E+13,Main Collection,None,"0e""835 b4 1955", 
E835 .B4 1963,2.31093E+16,The radical right. The new American right expanded and updated.,3.184E+13,Main Collection,None,"0e""835 b4 1963", 
E835 .B4 1964,2.31005E+16,The radical right.,3.184E+13,Main Collection,None,"0e""835 b4 1964", 
E835 .B66 1998,2.31154E+16,Waging peace : how Eisenhower shaped an enduring cold war strategy /,3.184E+13,Main Collection,None,"0e""835 b66 1998", 
E835 .B68,2.31092E+16,"Ideas, people and peace.",3.184E+13,Main Collection,None,"0e""835 b68", 
E835 .B684 1988,2.39698E+15,Cold warriors : Eisenhower's generation and American foreign policy /,3.184E+13,Main Collection,None,"0e""835 b684 1988", 
E835 .B685,2.31171E+16,"The Eisenhower administration, 1953-1961; a documentary history",3.184E+13,Main Collection,None,"0e""835 b685",v.2
E835 .B685,2.31171E+16,"The Eisenhower administration, 1953-1961; a documentary history",3.184E+13,Main Collection,None,"0e""835 b685",v.1
E835 .B7,2.31171E+16,Through these men; some aspects of our passing history.,3.184E+13,Main Collection,None,"0e""835 b7", 
E835 .C47 2008,2.31269E+16,Apocalypse management : Eisenhower and the discourse of national insecurity /,3.184E+13,Main Collection,None,"0e""835 c47 2008", 
E835 .C57,2.31272E+16,The declassified Eisenhower : a divided legacy /,3.184E+13,Main Collection,None,"0e""835 c57", 
E835 .D38,2.31093E+16,Two minutes till midnight.,3.184E+13,Main Collection,None,"0e""835 d38", 
E835 .D53,2.31022E+16,"Blowing on the wind : the nuclear test ban debate, 1954-1960 /",3.184E+13,Main Collection,None,"0e""835 d53", 
E835 .D535 1993,2.31068E+16,The Sputnik challenge /,3.184E+13,Main Collection,None,"0e""835 d535 1993", 
E835 .D54,2.31151E+16,Eisenhower and the cold war /,3.184E+13,Main Collection,None,"0e""835 d54", 
E835 .D6,2.39663E+15,Eisenhower : the inside story /,3.184E+13,Main Collection,None,"0e""835 d6", 
E835.D85 B4,2.31063E+16,John Foster Dulles : a biography /,3.184E+13,Main Collection,None,"0e""835 d85 b4", 
E835.D85 B47,2.31092E+16,"Dulles on diplomacy,",3.184E+13,Main Collection,None,"0e""835 d85 b47", 
E835.D85 D7,2.31171E+16,Duel at the brink : John Foster Dulles' command of American power /,3.184E+13,Main Collection,None,"0e""835 d85 d7", 
E835.D85 F5,2.31222E+16,Dulles over Suez : the theory and practice of his diplomacy /,3.184E+13,Main Collection,None,"0e""835 d85 f5", 
E835.D85 G6 1962,2.31127E+16,John Foster Dulles : a reappraisal /,3.184E+13,Main Collection,None,"0e""835 d85 g6 1962", 
E835.D85 G8,2.31093E+16,John Foster Dulles : a statesman and his times /,3.184E+13,Main Collection,None,"0e""835 d85 g8", 
E835.D85 H4,2.31044E+16,"John Foster Dulles, soldier for peace,",3.184E+13,Main Collection,None,"0e""835 d85 h4", 
E835.D85 H66,2.31092E+16,The devil and John Foster Dulles /,3.184E+13,Main Collection,None,"0e""835 d85 h66", 
E835.D85 H66,2.31092E+16,The devil and John Foster Dulles /,3.184E+13,Main Collection,None,"0e""835 d85 h66", 
E835 .E42,2.31224E+16,Peace with justice : selected addresses of Dwight D. Eisenhower /,3.184E+13,Main Collection,None,"0e""835 e42", 
